IdCliente,Nombre,FechaNacimiento,Genero,Nacionalidad,ProvinciaResidencia,Estudios,TipoCliente
19359,"Vassel, Kessanet",1947-07-07,NA,ES,Jaén,Primario,Común
19360,"Hammond, Autumn",1955-01-04,F,ES,vizcaya,Primario,Común
19361,"Cambray Carvajal, Claudio",1985-01-15,M,B.N.,Teruel,Secundario,vip
19362,"Ford, Claire",1988-02-03,F,ES,jaén,Secundario,V.I.P.
19363,"Shreim, Rachel",1941-05-27,NA,ax,Toledo,Primario,NUEVO
19364,"Bedonie, Lakota",1980-02-21,F,ES,lugo,Universitario,VIP
19365,"Martinez, Trina",1975-05-27,F,ES,Teruel,PreUniversitario,Comun
19366,"Perry, Trevon",1988-06-17,M,ES,ávila,Secundario,Comun
19367,"Villa, Jesus",1992-09-19,f,M.X.,GUIPÚZCOA,Universitario,nuevo
19368,"Park, Samuel",1991-12-04,F,ES,Malaga,PreUniversitario,vip
19369,"Ruckman, Bradley",1984-10-03,f,G.T.,Valencia,Universitario,Comun
19370,"Hill, Marcus",1978-10-21,F,ES,Zamora,Universitario,Comun
19371,"Schloss, Shelby",1974-07-17,m,ES,Navarra,Primario,V I P
19372,"Wiens, Jarett",1947-06-14,M,ES,ZARAGOZA,Primario,Común
19373,"Kaur, Isaac",1952-03-25,M,SJ,León,Secundario,VIP
19374,"Mallory, Jacob",1991-08-29,NA,ES,Asturias,Secundario,vip
19375,"el-Bahri, Mubashshir",1979-08-08,NA,mt,Cordoba,PreUniversitario,V I P
19376,"Mccann, Michael",1944-01-20,F,ES,La Rioja,PreUniversitario,Comun
19377,"Starr, Jemal",1981-10-05,F,ES,Albacete,Universitario,NUEVO
19378,"Carroll, Tyson",1958-08-25,F,ES,cantabria,Primario,V.I.P.
19379,"Pope, Ebonee",1992-01-08,f,NA,Santa Cruz De Tenerife,Secundario,vip
19380,"Liu, Brandon",1949-04-14,NA,ES,Alicante,Secundario,COMUN
19381,"Frazzini, Tyler",1971-05-27,NA,NU,Vizcaya,Primario,nuevo
19382,"el-Huda, Riyaal",1942-03-29,F,ES,zaragoza,Primario,V I P
19383,"Johnson, Brooke",1958-07-23,m,ES,Salamanca,Secundario,NUEVO
19384,"Darnell, Shaheila",1957-10-18,F,ES,la coruña,PreUniversitario,VIP
19385,"Nguyen, David",1978-08-23,F,PG,ÁVILA,Universitario,vip
19386,"al-Musa, Shaamila",1967-08-02,F,ES,Ávila,PreUniversitario,VIP
19387,"Coutu, Nizhoni",1994-05-10,F,Vn,ALBACETE,Universitario,COMUN
19388,"Kidane, Christian",1947-08-15,f,ES,Navarra,Primario,V I P
19389,"Kraybill-Voth, Timothy",1961-03-22,f,ES,ALICANTE,Primario,V I P
19390,"el-Basha, Thaamira",1988-12-05,m,ES,lugo,Secundario,COMUN
19391,"Sin, Phuc Danny",1965-02-03,M,bw,Murcia,Secundario,V I P
19392,"al-Hannan, Ameer",1954-01-29,NA,ES,GUADALAJARA,Universitario,Comun
19393,"Tsinnijinnie, James",1972-06-27,f,pn,Soria,Secundario,COMUN
19394,"Carter, Mariya",1962-11-12,F,ES,Teruel,Universitario,Común
19395,"Brown, Damian",1950-01-19,F,ES,SALAMANCA,Universitario,NUEVO
19396,"Keese, Ahanabah",1942-12-12,f,ES,murcia,Universitario,COMUN
19397,"Enriquez, Regina",1961-11-20,NA,Ao,NAVARRA,Universitario,nuevo
19398,"Carrera, Megan",1993-09-11,M,ES,Islas Balears,Universitario,COMUN
19399,"al-Alam, Yaasir",1953-05-17,NA,fr,VALENCIA,Universitario,Comun
19400,"Stauffer, Amy",1987-09-10,m,ES,Huelva,Secundario,V.I.P.
19401,"al-Anwar, Razeen",1974-12-04,F,ES,ISLAS BALEARS,Universitario,V.I.P.
19402,"Lee, Dante",1957-07-07,M,ES,jaén,Secundario,nuevo
19403,"Rosales, Alexia",1955-12-03,F,LA,LEÓN,Universitario,NUEVO
19404,"Thornton, Brandon",1987-04-22,f,ES,Álava,PreUniversitario,VIP
19405,"el-Aydin, Ismaeel",1958-03-15,M,Gh,Segovia,Secundario,NUEVO
19406,"Norvell, Nicole",1977-05-15,M,ES,Madrid,Primario,nuevo
19407,"Bottini, Natalie",1989-10-14,f,ES,Guadalajara,Secundario,VIP
19408,"Matson, Silas",1949-08-17,m,ES,Lugo,Secundario,vip
19409,"Ovalle, Estrellita",1993-08-13,M,Pm,ÁLAVA,Primario,NUEVO
19410,"al-Rashid, Hasan",1986-11-20,f,ES,La Coruña,Universitario,VIP
19411,"Domingo, Janethia",1965-06-06,M,K.H.,alicante,Secundario,Comun
19412,"Johnson, Lasheena",1969-02-02,F,ES,Huelva,PreUniversitario,V I P
19413,"Kee, Lanae",1990-04-26,m,ES,Navarra,PreUniversitario,V I P
19414,"Ortega, Selene",1959-10-19,NA,ES,LA CORUÑA,Secundario,vip
19415,"Upadhyay, Zengda",1958-01-12,NA,pa,VALLADOLID,Secundario,NUEVO
19416,"Rios, Chelsea",1990-05-28,M,ES,zaragoza,Universitario,V I P
19417,"el-Shah, Shaqeeqa",1957-07-01,f,Gg,alicante,Secundario,nuevo
19418,"el-Sahli, Fikri",1956-01-05,F,ES,guadalajara,Secundario,VIP
19419,"Hunter, Karin",1944-11-22,NA,ES,Cáceres,Primario,COMUN
19420,"Winslow, Hannah",1944-10-17,M,ES,Cuenca,Secundario,nuevo
19421,"Crockett, Liad",1944-08-09,NA,mf,CUENCA,Primario,vip
19422,"Avelar, Joseph",1991-05-15,NA,ES,Badajoz,Primario,vip
19423,"Olivas, Samara",1987-11-10,NA,pn,Guadalajara,Primario,V.I.P.
19424,"el-Doud, Raakaan",1957-02-05,NA,ES,ÁLAVA,Universitario,vip
19425,"Hendricks, Kimberly",1947-08-28,f,ES,CÁCERES,PreUniversitario,V.I.P.
19426,"el-Hannan, Adeeba",1988-07-31,m,ES,Caceres,PreUniversitario,V.I.P.
19427,"Guy, Ahmed",1955-10-24,F,NA,VALLADOLID,Primario,Comun
19428,"Lee, Ryan",1993-03-18,NA,ES,córdoba,Universitario,VIP
19429,"Conway, Adam",1964-06-21,F,NA,Cáceres,Primario,NUEVO
19430,"Manirikumwenatwe, Elonca",1975-12-17,NA,ES,Salamanca,Universitario,vip
19431,"Zhen, Ishmam",1985-04-11,F,ES,PALENCIA,Secundario,vip
19432,"Nading, Andrew",1951-06-04,f,ES,Córdoba,Secundario,Comun
19433,"George, Keisha",1980-03-12,f,na,La Rioja,Secundario,VIP
19434,"Hall, Alexus",1957-12-30,NA,ES,La Coruña,Secundario,COMUN
19435,"Guardipee, Daris",1988-04-04,m,B.H.,Malaga,PreUniversitario,V.I.P.
19436,"Pinel, Juliana",1991-02-14,NA,ES,Malaga,Primario,Comun
19437,"Trembath, Levi",1961-05-08,F,ES,La Coruña,Universitario,nuevo
19438,"Medina, Karissa",1994-04-26,F,ES,huesca,Universitario,nuevo
19439,"al-Miah, Waliyya",1989-07-27,f,A.F.,Santa Cruz De Tenerife,Primario,V I P
19440,"Goodrich, Dong",1941-05-17,M,ES,ASTURIAS,Universitario,NUEVO
19441,"Hampton, Nisha",1975-11-22,NA,LV,Almería,Primario,Comun
19442,"Walls, Wyatt",1988-01-07,F,ES,castellón,Secundario,VIP
19443,"Feuerstein, Claire",1965-12-23,F,ES,león,Universitario,V.I.P.
19444,"al-Meskin, Kanaan",1991-04-04,NA,ES,BURGOS,Secundario,COMUN
19445,"Schell, Rillard",1973-02-17,F,mk,LUGO,PreUniversitario,COMUN
19446,"Rocha, Joseph",1990-08-14,F,ES,Cuenca,Primario,Común
19447,"el-Can, Mayyaada",1959-07-28,F,gq,barcelona,Secundario,V.I.P.
19448,"Borbon, Devin",1978-08-03,f,ES,Lugo,Universitario,vip
19449,"al-Ashraf, Hadeel",1966-04-24,F,ES,Segovia,Secundario,vip
19450,"Ross, Patrick",1947-04-17,F,ES,Ciudad Real,Secundario,COMUN
19451,"al-Muhammad, Taajuddeen",1959-04-09,f,Ro,Granada,PreUniversitario,V I P
19452,"Trujillo, Juan",1958-06-23,m,ES,BADAJOZ,Primario,COMUN
19453,"Gallegos, Hali",1948-06-09,M,cl,VALENCIA,Secundario,V I P
19454,"el-Sharifi, Haatim",1979-10-02,m,ES,CASTELLÓN,Secundario,Comun
19455,"Aguilar, Alondra",1966-10-14,F,ES,Gerona,Secundario,Común
19456,"Larson, Raven",1987-05-31,f,ES,Tarragona,Universitario,vip
19457,"Two Crow, Jake",1963-05-14,F,gh,Teruel,PreUniversitario,V I P
19458,"Schobe, Cody",1950-02-20,F,ES,GUIPÚZCOA,Universitario,Comun
19459,"Fabiano, Yaz'Maine",1959-05-04,NA,jo,sevilla,Secundario,nuevo
19460,"Wagner, Jacob",1991-05-23,m,ES,córdoba,PreUniversitario,nuevo
19461,"el-Tahir, Hamaama",1976-11-01,f,ES,Orense,Universitario,vip
19462,"Gonzalez, Marcus",1968-12-10,f,ES,SALAMANCA,Universitario,Común
19463,"el-El-Sayed, Fateen",1977-11-07,m,CA,orense,Primario,V.I.P.
19464,"Nava, Jeremiah",1952-08-01,NA,ES,SEGOVIA,Secundario,Nuebo
19465,"Rodriguez, Victor",1963-12-28,NA,VE,ALBACETE,Secundario,nuevo
19466,"Curry, Ajanae",1942-01-26,M,ES,barcelona,Secundario,Comun
19467,"Blomquist, Charlotte",1954-01-31,M,ES,Málaga,Secundario,V I P
19468,"Roberson, Joshua",1991-06-12,f,ES,ciudad real,Secundario,VIP
19469,"Montelongo, Samantha",1944-04-24,M,re,SANTA CRUZ DE TENERIFE,Universitario,Común
19470,"Lorenzen, Katarina",1967-09-07,f,ES,toledo,Primario,V.I.P.
19471,"Abrahamson, Chance",1963-11-29,NA,B.N.,jaén,Primario,Común
19472,"el-Sultan, Fareed",1956-08-15,NA,ES,ÁLAVA,Primario,NUEVO
19473,"al-Hosein, Rumaana",1946-09-01,f,ES,CASTELLÓN,Universitario,COMUN
19474,"Howlingwolf, Kalyn",1945-03-11,f,ES,huesca,Universitario,COMUN
19475,"Faulhaber, Jill",1960-10-07,F,Z.W.,salamanca,PreUniversitario,V.I.P.
19476,"Hulko, Caitlin",1965-04-11,f,ES,badajoz,Secundario,NUEVO
19477,"Dominique, Ashlie",1958-09-29,F,ge,La Coruña,Primario,V I P
19478,"Chavez Lopez, Adrina",1973-11-14,NA,ES,BADAJOZ,Secundario,Comun
19479,"Kwan, Darian",1988-12-17,NA,ES,león,Universitario,COMUN
19480,"Bear, Caleb",1966-08-29,M,ES,Tarragona,Secundario,nuevo
19481,"el-Ayoub, Hanoona",1980-02-26,m,A.I.,Valencia,Universitario,vip
19482,"el-Hamady, Sakeen",1966-12-11,f,ES,Albacete,Primario,NUEVO
19483,"Conrad, Kelsey",1958-06-30,f,fo,Leon,PreUniversitario,V I P
19484,"Johnson, Reginald",1951-11-16,f,ES,PALENCIA,Primario,Comun
19485,"Do, Jamie",1959-04-18,f,ES,sevilla,Universitario,Comun
19486,"Haberecht, Scott",1949-05-30,m,ES,Valencia,PreUniversitario,V.I.P.
19487,"Bonner, Parker",1978-04-24,F,tw,león,Primario,COMUN
19488,"Hunt, Althean",1949-04-20,M,ES,JAÉN,Universitario,nuevo
19489,"Madrid, Israel",1977-01-06,M,Tf,Alicante,Universitario,vip
19490,"Huntley, Steven",1960-08-13,m,ES,Alicante,PreUniversitario,nuevo
19491,"al-Irani, Layaali",1964-11-07,m,ES,Badajoz,PreUniversitario,V I P
19492,"al-Greiss, Tulaiha",1982-08-22,F,ES,TARRAGONA,Secundario,NUEVO
19493,"Cheng, Shalin",1978-06-01,F,SJ,Jaen,Secundario,Nuebo
19494,"Ferguson, Antoinette",1976-06-13,f,ES,Teruel,Primario,NUEVO
19495,"Butler, Jabari",1992-07-22,f,tl,teruel,Secundario,Comun
19496,"Murray, Hunter",1991-06-18,f,ES,Cádiz,Primario,NUEVO
19497,"Harvey, Giovanni",1957-05-30,f,ES,asturias,Universitario,vip
19498,"Huckabay, Elise",1958-01-30,f,ES,gerona,Universitario,VIP
19499,"el-Jaffer, Aatif",1965-09-21,NA,N.R.,la rioja,Universitario,Común
19500,"Keyer, Thaine",1956-07-07,NA,ES,CÁDIZ,Secundario,NUEVO
19501,"Field, Stephon",1942-01-28,M,NA,Gerona,PreUniversitario,VIP
19502,"el-Aboud, Rawda",1954-10-14,M,ES,Murcia,Secundario,V.I.P.
19503,"Najera, Breanna",1964-06-22,m,ES,Badajoz,Primario,NUEVO
19504,"el-Ayoob, Raafida",1979-02-10,F,ES,ÁVILA,PreUniversitario,VIP
19505,"Harmon, Angel",1976-09-09,M,IM,Las Palmas,PreUniversitario,V.I.P.
19506,"Gomez, Libni",1941-08-30,NA,ES,Santa Cruz De Tenerife,Primario,VIP
19507,"Taylor, Christopher",1960-08-05,NA,dj,albacete,PreUniversitario,V I P
19508,"al-Hassen, Rafeeq",1974-08-02,F,ES,SORIA,Primario,COMUN
19509,"Talent, Sarah",1950-02-05,NA,ES,CASTELLÓN,Secundario,COMUN
19510,"Moya, Kaycee",1956-06-21,M,ES,Álava,PreUniversitario,Comun
19511,"al-Toure, Muammar",1989-07-03,M,Aq,Avila,Secundario,Común
19512,"Grano, Liana",1978-09-26,f,ES,ZARAGOZA,Secundario,V I P
19513,"Romero, Stephanie",1977-07-27,f,B.I.,Burgos,PreUniversitario,Comun
19514,"Maddux, Shanay",1990-04-23,f,ES,CÁDIZ,PreUniversitario,Común
19515,"al-Guler, Fat'hi",1959-03-17,F,ES,Almeria,PreUniversitario,NUEVO
19516,"el-Nawaz, Anbara",1975-08-05,f,ES,ALICANTE,Primario,VIP
19517,"Galaviz, Vanessa",1957-09-28,m,NC,HUELVA,Secundario,V.I.P.
19518,"Lenh, Hyun Keun",1969-10-22,NA,ES,CUENCA,Secundario,vip
19519,"Wash, Christopher",1988-06-10,f,Sk,Lerida,Primario,nuevo
19520,"Egan, John",1979-10-29,NA,ES,Almería,Universitario,VIP
19521,"Kennedy, Kaylina",1952-01-16,f,ES,ZAMORA,Primario,Comun
19522,"Martinez, Victoria",1993-03-09,NA,ES,Zaragoza,PreUniversitario,V I P
19523,"Nesby Jr, Derek",1964-09-15,NA,zm,lugo,Secundario,Común
19524,"Garcia, Abdias",1970-05-16,M,ES,Caceres,Secundario,nuevo
19525,"el-Shabazz, Faalih",1986-02-01,NA,U.G.,cáceres,Secundario,VIP
19526,"Burke, Forest Green",1981-07-12,m,ES,zamora,Universitario,V.I.P.
19527,"al-Khalaf, Sharaf",1967-12-06,M,ES,LUGO,Secundario,vip
19528,"Archuleta, Brandon",1972-07-24,NA,ES,Toledo,Universitario,COMUN
19529,"Billsie, Shyloah",1986-09-20,F,V.N.,La Rioja,Secundario,V.I.P.
19530,"Lee, Taryn",1964-06-08,F,ES,palencia,PreUniversitario,COMUN
19531,"Hoang, Kenneth",1950-06-22,f,pa,Tarragona,Primario,Común
19532,"Bacon-Maldonado, Wallace",1948-05-20,NA,ES,Álava,Universitario,Comun
19533,"Vigil, Viridiana",1977-03-23,M,ES,Navarra,Universitario,nuevo
19534,"Bonner, Waynoka",1960-01-04,NA,ES,Cuenca,Universitario,NUEVO
19535,"al-Pasha, Jaleela",1956-08-27,M,nu,la coruña,PreUniversitario,vip
19536,"Gutierrez, Maya",1984-09-07,NA,ES,SEGOVIA,Secundario,Comun
19537,"el-Aboud, Lutfi",1962-03-28,NA,je,Asturias,Primario,Comun
19538,"Soria, Kailynn",1959-08-05,NA,ES,Barcelona,Secundario,COMUN
19539,"Sebastian, Tyler",1944-09-23,f,ES,valladolid,Universitario,Común
19540,"Sago, Bre'Ann",1967-01-21,m,ES,Jaén,Primario,V.I.P.
19541,"Price, Leia",1990-11-04,m,Sj,Soria,Secundario,NUEVO
19542,"Michell, Ramisa",1947-10-14,NA,ES,Lugo,Universitario,VIP
19543,"Celestin, Malachi",1971-06-20,F,J.E.,cádiz,Universitario,COMUN
19544,"Parker, Cierra",1977-08-28,NA,ES,vizcaya,Secundario,vip
19545,"Crouse, Mikayla",1987-01-02,NA,ES,Granada,Primario,Común
19546,"el-Taha, Ramziyya",1949-10-23,NA,ES,SORIA,Secundario,V I P
19547,"Castellucci, Matthew",1993-09-06,m,gw,Santa Cruz De Tenerife,Universitario,VIP
19548,"el-Ben, Haakima",1974-12-25,f,ES,Ciudad Real,PreUniversitario,VIP
19549,"La, John",1986-06-09,F,aw,alicante,Primario,V.I.P.
19550,"al-Farid, Abdul Majeed",1955-02-28,m,ES,Murcia,PreUniversitario,Comun
19551,"Aebischer, Patrick",1957-06-01,NA,ES,MURCIA,Secundario,NUEVO
19552,"Nguyen, Justin",1946-07-25,F,ES,ALICANTE,PreUniversitario,Común
19553,"Hall, Halleta",1964-07-25,m,gy,Madrid,Universitario,nuevo
19554,"el-Siddiqui, Thaabita",1963-09-10,m,ES,TERUEL,Universitario,vip
19555,"el-Jabour, Wajeeb",1953-04-03,F,VN,zamora,Primario,nuevo
19556,"Molina, Evamarie",1970-10-30,F,ES,TERUEL,Secundario,nuevo
19557,"Jackson, Anddi",1949-09-26,f,ES,Jaen,PreUniversitario,V I P
19558,"Ruiz, Jorge",1941-12-14,f,ES,ALBACETE,PreUniversitario,V I P
19559,"Sorensen, Randy",1942-04-28,f,T.Z.,burgos,PreUniversitario,vip
19560,"el-Bilal, Mastoor",1980-01-26,M,ES,Zamora,Secundario,V.I.P.
19561,"Haines, Stephen",1965-09-09,M,ec,Cuenca,Primario,COMUN
19562,"Washington-Sweed, Terry",1968-07-23,NA,ES,jaén,Secundario,V.I.P.
19563,"Miles-Groce, Raymond",1975-08-18,M,ES,guadalajara,PreUniversitario,V.I.P.
19564,"Glowinsky, Patrick",1946-11-18,f,ES,cádiz,Secundario,Común
19565,"Eckhart, Shyanne",1991-10-12,F,Py,cuenca,Secundario,vip
19566,"Daniel, Cecile",1953-05-12,NA,ES,Lerida,Universitario,nuevo
19567,"Mihlbachler, Grant",1967-04-01,M,NA,HUESCA,Universitario,Común
19568,"Cooley, Damiane",1940-04-18,NA,ES,Badajoz,Primario,vip
19569,"el-Khalili, Ahmed",1964-07-04,f,ES,SEVILLA,Secundario,V.I.P.
19570,"Baggett, Charise",1974-03-23,NA,ES,Burgos,Secundario,Común
19571,"Kim, Joshua",1985-10-06,F,GA,Soria,Universitario,VIP
19572,"Yanez, Zachary",1973-05-31,f,ES,Asturias,Secundario,Comun
19573,"York, Samuel",1963-10-26,f,P.R.,BARCELONA,PreUniversitario,COMUN
19574,"al-Kaber, Haitham",1942-02-02,M,ES,Segovia,Primario,VIP
19575,"el-Azzi, Haniyya",1976-12-11,m,ES,SEGOVIA,Primario,vip
19576,"Tan, Caitlyn",1970-07-24,m,ES,Murcia,Universitario,V.I.P.
19577,"Perez Rodriguez, Max",1976-02-08,NA,md,Alava,Primario,COMUN
19578,"Lockhart, Zachary",1954-05-03,f,ES,orense,Secundario,Comun
19579,"Ehrnstein, Zachary",1949-11-17,F,C.M.,pontevedra,Secundario,Comun
19580,"Adhikari, Pamela",1983-02-25,F,ES,Barcelona,PreUniversitario,VIP
19581,"el-Salim, Izzaddeen",1967-07-18,f,ES,BADAJOZ,Secundario,nuevo
19582,"al-Salem, Hafsa",1945-07-28,F,ES,zaragoza,Secundario,nuevo
19583,"Warren, Ashley",1987-01-29,NA,gd,SEVILLA,Universitario,Comun
19584,"Mcpartland, Jake",1972-08-21,F,ES,BURGOS,Primario,COMUN
19585,"Clark, Gabriel",1989-01-16,m,A.S.,huelva,Primario,COMUN
19586,"Boyd, Ladonna",1971-01-10,F,ES,huesca,PreUniversitario,NUEVO
19587,"Menon, Nubci",1960-03-01,F,ES,Barcelona,Primario,Común
19588,"Sanchez, Jorge",1953-08-26,m,ES,Soria,Secundario,V.I.P.
19589,"al-Arafat, Rushdi",1948-03-08,m,NA,Palencia,PreUniversitario,COMUN
19590,"Shareef, Christina",1976-05-18,m,ES,Orense,Primario,V.I.P.
19591,"Magley, Rachel",1965-09-26,F,Ng,ÁLAVA,Secundario,Común
19592,"Ruybal, Sierra",1947-08-11,m,ES,Valencia,Universitario,VIP
19593,"Gay, Alina",1987-09-29,m,ES,Las Palmas,Primario,Comun
19594,"el-Masih, Jasoor",1946-07-19,NA,ES,Granada,Secundario,V.I.P.
19595,"Holguin Leon, Edwin",1992-11-30,m,N.R.,HUESCA,PreUniversitario,V.I.P.
19596,"Caotrieu, Yutitham",1951-10-11,F,ES,VALENCIA,Universitario,NUEVO
19597,"Etchey, Korpo",1945-04-23,NA,A.L.,jaén,Secundario,nuevo
19598,"Leblanc, Rhiana",1985-03-29,m,ES,Cadiz,PreUniversitario,NUEVO
19599,"Leslie, Kaleb",1940-12-15,M,ES,HUELVA,Universitario,V I P
19600,"Day, Amanda",1969-04-01,F,ES,madrid,Secundario,COMUN
19601,"Morales, Cloe",1993-02-06,NA,NA,VIZCAYA,PreUniversitario,V.I.P.
19602,"Beards, Micahlina",1940-03-26,F,ES,Barcelona,PreUniversitario,COMUN
19603,"Grave, Tyler",1953-09-28,m,AX,asturias,Secundario,NUEVO
19604,"Barton, David",1958-10-14,F,ES,Almería,PreUniversitario,Comun
19605,"Charlie, Trevon",1984-09-05,m,ES,Gerona,Universitario,NUEVO
19606,"Richardson, Paul",1964-02-21,M,ES,MADRID,Universitario,COMUN
19607,"Mcmurdo, Grace",1984-06-08,M,ir,Lerida,Secundario,V.I.P.
19608,"Martinez Vivot, Gustavo",1965-12-11,F,ES,Salamanca,PreUniversitario,V I P
19609,"al-Faris, Sulaimaan",1989-05-17,f,lk,toledo,Primario,V.I.P.
19610,"Tatum Clardy, Kimiko",1954-09-19,F,ES,Pontevedra,PreUniversitario,VIP
19611,"Lewis, Tres",1988-03-31,m,ES,santa cruz de tenerife,PreUniversitario,V I P
19612,"Seele, Brendan",1977-08-22,f,ES,Salamanca,Universitario,V.I.P.
19613,"Fragoso, Graciel",1961-04-22,M,NA,Burgos,Primario,VIP
19614,"Carow, Julia",1940-02-25,M,ES,Toledo,Universitario,V I P
19615,"Clarin, Jiali",1980-12-10,F,UY,Teruel,PreUniversitario,vip
19616,"Szugyi, Zachary",1959-03-17,f,ES,Valencia,PreUniversitario,Común
19617,"Yoshimura, Austin",1981-04-04,f,ES,Avila,Universitario,vip
19618,"Wellington, Kimiko",1964-10-31,m,ES,Granada,PreUniversitario,vip
19619,"el-Kaleel, Layaali",1966-02-26,F,P.E.,Caceres,Primario,vip
19620,"Shannon, Dominique",1973-05-07,f,ES,SALAMANCA,Secundario,V.I.P.
19621,"el-Sayed, Faraj",1982-12-05,f,NA,NAVARRA,Primario,COMUN
19622,"el-Ayoub, Atiyya",1976-01-11,F,ES,MURCIA,Universitario,VIP
19623,"el-Mansoor, Hissa",1994-06-18,m,ES,Murcia,Universitario,Común
19624,"Shumpert, Naytasha",1978-12-08,F,ES,Lérida,Secundario,Comun
19625,"al-Badie, Raakaan",1950-06-11,NA,KZ,Huelva,Primario,VIP
19626,"Gonzales, Omayra",1989-12-16,m,ES,Malaga,PreUniversitario,VIP
19627,"Trevizo-Torres, Adrianna",1991-01-20,M,er,GERONA,Universitario,vip
19628,"Garman, Matthew",1947-03-26,F,ES,zaragoza,PreUniversitario,V I P
19629,"Bustamante, Michael",1971-03-12,M,ES,VIZCAYA,Secundario,Comun
19630,"Leon, Kristen",1975-07-13,M,ES,MADRID,Secundario,V.I.P.
19631,"Gunther, Christopher",1967-11-10,F,Vg,madrid,Universitario,V.I.P.
19632,"Gyorkos, Bryan",1940-07-24,M,ES,lugo,Primario,VIP
19633,"Cooper, Mason",1968-03-25,m,E.S.,Jaen,Primario,nuevo
19634,"Martinez, Karlie",1949-12-09,F,ES,BADAJOZ,PreUniversitario,vip
19635,"Schumacher, Tam",1960-01-13,m,ES,palencia,Universitario,VIP
19636,"Hutchinson, Purushka",1980-09-23,M,ES,málaga,Universitario,VIP
19637,"el-Taha, Marjaana",1952-05-24,m,Ws,CIUDAD REAL,Primario,V I P
19638,"al-Shahin, Amjad",1956-01-19,NA,ES,CUENCA,Secundario,V I P
19639,"Lee, Rachel",1989-03-06,m,cw,Burgos,Primario,Comun
19640,"Harline, Anthony",1968-12-16,F,ES,Toledo,Primario,vip
19641,"Rieber, Moriah",1953-01-08,M,ES,Asturias,Universitario,nuevo
19642,"Smith, Tania",1989-07-03,f,ES,LA RIOJA,Universitario,V I P
19643,"Schnaufer, Rebekkah",1954-01-06,F,B.T.,Alicante,Secundario,V.I.P.
19644,"Geivett, Zachariah",1966-03-24,M,ES,Barcelona,Primario,vip
19645,"Gaytan, Alfredo",1951-05-07,F,KG,SEGOVIA,PreUniversitario,vip
19646,"Billie, Javonte",1979-05-30,NA,ES,Badajoz,Universitario,V.I.P.
19647,"Springs, Jazmyne",1981-12-09,F,ES,Teruel,Universitario,nuevo
19648,"Koch, Eric",1965-06-01,F,ES,ALBACETE,Primario,Común
19649,"el-Fayad, Hilaal",1977-08-22,M,gr,Toledo,Secundario,Común
19650,"Crisp, Mitchell",1972-11-16,F,ES,valencia,Secundario,nuevo
19651,"Gardner, Cory",1985-07-10,F,Gs,Guadalajara,PreUniversitario,NUEVO
19652,"el-Hamad, Ishaaq",1940-09-01,M,ES,Cádiz,Universitario,V I P
19653,"Costigan, Joshua",1982-10-03,f,ES,madrid,PreUniversitario,V I P
19654,"Martinez-Baltazar, Javier",1983-10-10,NA,ES,Gerona,Primario,V.I.P.
19655,"Longoria, Katrina",1992-06-17,F,sv,Madrid,Universitario,COMUN
19656,"Brena Pardo, Diana",1945-01-01,F,ES,Ciudad Real,PreUniversitario,COMUN
19657,"Shea, Lindsey",1990-11-24,NA,KP,MADRID,Primario,COMUN
19658,"el-Nassif, Abdul Kader",1955-06-08,M,ES,Toledo,PreUniversitario,Común
19659,"Wiseheart, Jade",1973-07-20,NA,ES,Zaragoza,Universitario,COMUN
19660,"Mccall, Eric",1958-01-13,F,ES,Soria,Universitario,V.I.P.
19661,"Mack, Thomas",1978-10-13,f,NA,Malaga,Universitario,NUEVO
19662,"Macchione, Jamal",1957-10-21,F,ES,La Rioja,Secundario,COMUN
19663,"Woon, Autumn",1943-09-25,f,CG,guipúzcoa,Secundario,V.I.P.
19664,"Martinez, Luna",1955-01-29,m,ES,CUENCA,Primario,V.I.P.
19665,"Wade, Keaanee",1947-04-18,M,ES,ASTURIAS,Primario,nuevo
19666,"Munoz, Jason",1962-12-19,NA,ES,málaga,Secundario,NUEVO
19667,"Burns, Jordan",1974-01-05,M,si,castellón,Primario,V.I.P.
19668,"Yu, Nola",1980-02-28,f,ES,Granada,PreUniversitario,Común
19669,"Jacobs, Michelle",1973-06-02,F,NA,tarragona,Primario,Comun
19670,"Penny, Brittany",1963-02-04,m,ES,GERONA,PreUniversitario,V I P
19671,"Pham, Priscilla",1958-09-10,F,ES,Malaga,Primario,V.I.P.
19672,"Zhang, Hana",1946-09-26,F,ES,Tarragona,Universitario,V.I.P.
19673,"Kearns, Samantha",1977-01-14,f,NA,zaragoza,Primario,Comun
19674,"Miller, Jhoirhaz",1960-07-27,NA,ES,Cáceres,Primario,vip
19675,"Gonzalez, Victor",1993-11-18,f,Ar,PONTEVEDRA,Universitario,COMUN
19676,"Killian, Natalie",1992-09-28,NA,ES,Albacete,Secundario,COMUN
19677,"Young, Zachary",1943-05-01,f,ES,GUADALAJARA,Secundario,Común
19678,"Dashiell-Mooney, Jordan",1976-05-22,m,ES,Alicante,Secundario,VIP
19679,"Langer, Robertoe",1971-03-08,NA,BH,Pontevedra,PreUniversitario,V I P
19680,"Nguyen, Cynthia",1963-06-12,M,ES,Gerona,PreUniversitario,vip
19681,"Ham, Evan",1951-03-03,f,ye,Álava,Universitario,vip
19682,"el-Dar, Sireen",1972-12-05,NA,ES,ISLAS BALEARS,Universitario,vip
